entity_uid,entity_label,entity_text,attribute_name,attribute_value,evidence,source,confidence,extract_method
Organization:foreign_office,Organization,Foreign Office,org_type,office,"In response, a spokesman for the Foreign Office said ""we are very careful about who and what we fund.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"In 2022, Maria Bamieh settled an employment claim against the Foreign Office for more than £400,000 shortly before her claim was due to be heard by an employment tribunal.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,She said that the Foreign Office failed to support her when she attempted to expose corruption at the EU's rule of law mission (EULEX).,"https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"The Foreign Office said: ""We have agreed to settle this long-running case without any admission of liability and continue to strongly refute these allegations.""","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,A mansion in the St James's district in the West End of London which the Foreign Office holds on lease from the Crown.,"https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"The Foreign, Commonwealth and Development Office occupies a building which originally provided premises for four separate government departments: the Foreign Office, the India Office, the Colonial Office, and the Home Office.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"In 1925 the Foreign Office played host to the signing of the Locarno Treaties, aimed at reducing tension in Europe.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"During the Second World War, the Locarno Suite's fine furnishings were removed or covered up, and it became home to a Foreign Office code-breaking department.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office_be,Organization,Foreign Office be,org_type,office,"Instead, the Foreign Office became a Grade I listed building in 1970.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"The Road To Suez: The British Foreign Office and the Quai D'Orsay, 1951–1957.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:university_college,Organization,University College,org_type,university,"Private schools and colleges in London include City of London School, Harrow, St Paul's School, University College School, The John Lyon School, Highgate School and Westminster School.",https://en.wikipedia.org/wiki/London,high,regex_rule
Organization:university_of_manchester,Organization,"University of Manchester,",org_type,university,"There are three universities in the City of Manchester: the University of Manchester, Manchester Metropolitan University and the Royal Northern College of Music.",https://en.wikipedia.org/wiki/Manchester,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,established_year,2004,"The University of Manchester is the second largest full-time non-collegiate university in the United Kingdom, and was created in 2004 through the merger of Victoria University of Manchester and the University of Manchester Institute of Science and Technology.",https://en.wikipedia.org/wiki/Manchester,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,"The University of Manchester is the second largest full-time non-collegiate university in the United Kingdom, and was created in 2004 through the merger of Victoria University of Manchester and the University of Manchester Institute of Science and Technology.",https://en.wikipedia.org/wiki/Manchester,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,"The University of Manchester also includes the Manchester Business School, which offered the first Master of Business Administration course in the UK in 1965.",https://en.wikipedia.org/wiki/Manchester,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,Student radio stations include Fuse FM at the University of Manchester and MMU Radio at the Manchester Metropolitan University.,https://en.wikipedia.org/wiki/Manchester,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"The borough is the home of Princeton University, one of the world's most acclaimed research universities, which bears its name and moved to the community in 1756 from the educational institution's previous location in Newark.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"The numbers have become stagnant; since the arrival of the College of New Jersey, now Princeton University, in 1756, the town's population spikes every year during the fall and winter and drops significantly over the course of the summer.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,The House is owned by Princeton University and is leased to the Princeton Historical Society for one dollar per year.,"https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Princeton University, one of the world's most prominent research universities, is a dominant feature of the community.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Established in 1746 as the College of New Jersey and relocated to Princeton ten years later, Princeton University's main campus has its historic center on Nassau Street and stretches south from there.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,Princeton University was featured at the top of U.S.,"https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,Princeton and Princeton University provide the FreeB and Tiger Transit local bus services.,"https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"The private Forrestal Airport was located on Princeton University property, 2 miles (3.2 km) east of the main campus, from the early 1950s through the early 1990s.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Princeton University's Frist Campus Center[a] was used for the aerial views of the fictional Princeton‑Plainsboro Teaching Hospital, as seen in the television series House.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,Scenes from the beginning of Across the Universe (2007) were filmed on the Princeton University campus.,"https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,Megan Fox and Shia LaBeouf were filming on Princeton University campus for two days during the summer of 2008.,"https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"The 1938 Orson Welles radio broadcast of The War of the Worlds, is set partly in nearby Grover's Mill, and includes a fictional professor from Princeton University as a main character, but the action never moves directly into Princeton.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Princeton University's Creative Writing program includes several nationally and internationally prominent writers, making the community a hub of contemporary literature.","https://en.wikipedia.org/wiki/Princeton,_New_Jersey",high,regex_rule
Person:alan_turing,Person,Alan Turing,birth_date,1912,"Alan Turing (1912–1954), code-breaker and pioneer of computer science, at 2 Warrington Crescent.",https://en.wikipedia.org/wiki/Maida_Vale,high,regex_rule
Person:alan_turing,Person,Alan Turing,death_date,1954,"Alan Turing (1912–1954), code-breaker and pioneer of computer science, at 2 Warrington Crescent.",https://en.wikipedia.org/wiki/Maida_Vale,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The latter is best known for Bletchley Park, the headquarters of Britain's World War II codebreaking organisation and now a major tourist attraction; the National Museum of Computing is also located in the park.",https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The districts and neighbourhoods in the parish are: Church Green (including Bletchley Park), Far Bletchley, Old Bletchley, West Bletchley (district) and Whaddon.",https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Within the West Bletchley parish, in the Church Green district, is Bletchley Park which, during the Second World War, was home to the Government Code and Cypher School.",https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:government_code_and_cypher_schoo,Organization,Government Code and Cypher Schoo,org_type,government,"Within the West Bletchley parish, in the Church Green district, is Bletchley Park which, during the Second World War, was home to the Government Code and Cypher School.",https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,The nearby Wilton Hall was built in 1943 as part of the Bletchley Park estate and was used by the government as a meeting place by day and a music and dance venue by night.,https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Legg, Edward; Early History of Bletchley Park 1235–1937, Bletchley Park Trust Historic Guides series, No.",https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,established_year,1209,"The city is well known as the home of the University of Cambridge, which was founded in 1209 and consistently ranks among the best universities in the world.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The city is well known as the home of the University of Cambridge, which was founded in 1209 and consistently ranks among the best universities in the world.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,The University of Cambridge formerly had two seats in the House of Commons; Sir Isaac Newton was one of the most notable MPs.,https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Cambridge's two universities, the collegiate University of Cambridge and the local campus of Anglia Ruskin University, serve around 30,000 students, by some estimates.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The University of Cambridge's cricket ground, Fenner's, is located in the city and is one of the home grounds for minor counties team Cambridgeshire CCC.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Cambridge & Coleridge Athletic Club is the city's track and field club, based at the University of Cambridge's Wilberforce Road track.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Cambridge is known for the sporting events between the University of Cambridge and the University of Oxford, especially the rugby union Varsity Match and the Boat Race, though many of these do not take place within either Cambridge or Oxford.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of,Organization,University of ,org_type,university,"Cambridge is known for the sporting events between the University of Cambridge and the University of Oxford, especially the rugby union Varsity Match and the Boat Race, though many of these do not take place within either Cambridge or Oxford.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The ADC Theatre is managed by the University of Cambridge, and typically has 3 shows a week during term time.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Within the city there are several notable museums, some run by the University of Cambridge Museums consortium and others independent of it.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The Fitzwilliam Museum is the city's largest, and is the lead museum of the University of Cambridge Museums.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"After a brief housing in the University of Cambridge library, it moved to its current, purpose-built building on Trumpington Street in 1848.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Other members of the University of Cambridge Museums are the Museum of Archaeology and Anthropology, The Polar Museum, The Sedgwick Museum of Earth Sciences, Museum of Classical Archaeology, The Whipple Museum of the History of Science, and the University Museum of Zoology.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Local radio stations are BBC Radio Cambridgeshire on 96.0 FM, Heart East on 103.0 FM, Cambridge 105 on 105 FM, Star Radio on 100.7 FM and Cam FM on 97.2 is a student run-radio station at the University of Cambridge and Anglia Ruskin University.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,"The city's local newspapers are Cambridge News, Cambridge Independent and Varsity, the student newspaper of the University of Cambridge.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The city also has a number of theological colleges training clergy for ordination into a number of denominations, with affiliations to both the University of Cambridge and Anglia Ruskin University.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Person:alan_turing,Person,Alan Turing,occupation,mathematician,"Notable Old Shirburnians in academia include mathematician, cryptanalyst and father of artificial intelligence and the first modern computer Alan Turing; master of Corpus Christi College, Cambridge and vice-chancellor of Cambridge University Michael McCrum; master of Balliol College and vice-chancellor of Oxford University Sir Colin Lucas; vice-chancellor of Durham University and master of Magdalene College, Cambridge Sir Derman Christopherson; literary scholar Sir Malcolm Pasley; historian Hugh Thomas, Baron Thomas of Swynnerton; mathematician and philosopher Alfred North Whitehead; chemist, curator of the Museum of the History of Science, Oxford and director of the Science Museum Sherwood Taylor; provost of Worcester College, and vice-chancellor of the University of Oxford Francis John Lys; historian and master of Peterhouse, Cambridge Harold Temperley; neurologist John Newsom-Davis; prehistorian and archaeologist [[Richard J.",https://en.wikipedia.org/wiki/Sherborne_School,high,regex_rule
Person:alan_turing,Person,Alan Turing,occupation,philosopher,"Notable Old Shirburnians in academia include mathematician, cryptanalyst and father of artificial intelligence and the first modern computer Alan Turing; master of Corpus Christi College, Cambridge and vice-chancellor of Cambridge University Michael McCrum; master of Balliol College and vice-chancellor of Oxford University Sir Colin Lucas; vice-chancellor of Durham University and master of Magdalene College, Cambridge Sir Derman Christopherson; literary scholar Sir Malcolm Pasley; historian Hugh Thomas, Baron Thomas of Swynnerton; mathematician and philosopher Alfred North Whitehead; chemist, curator of the Museum of the History of Science, Oxford and director of the Science Museum Sherwood Taylor; provost of Worcester College, and vice-chancellor of the University of Oxford Francis John Lys; historian and master of Peterhouse, Cambridge Harold Temperley; neurologist John Newsom-Davis; prehistorian and archaeologist [[Richard J.",https://en.wikipedia.org/wiki/Sherborne_School,high,regex_rule
Organization:university_of,Organization,University of ,org_type,university,"Notable Old Shirburnians in academia include mathematician, cryptanalyst and father of artificial intelligence and the first modern computer Alan Turing; master of Corpus Christi College, Cambridge and vice-chancellor of Cambridge University Michael McCrum; master of Balliol College and vice-chancellor of Oxford University Sir Colin Lucas; vice-chancellor of Durham University and master of Magdalene College, Cambridge Sir Derman Christopherson; literary scholar Sir Malcolm Pasley; historian Hugh Thomas, Baron Thomas of Swynnerton; mathematician and philosopher Alfred North Whitehead; chemist, curator of the Museum of the History of Science, Oxford and director of the Science Museum Sherwood Taylor; provost of Worcester College, and vice-chancellor of the University of Oxford Francis John Lys; historian and master of Peterhouse, Cambridge Harold Temperley; neurologist John Newsom-Davis; prehistorian and archaeologist [[Richard J.",https://en.wikipedia.org/wiki/Sherborne_School,high,regex_rule
Person:alan_turing,Person,Alan Turing,birth_date,1912,"Robin Gandy (1919–1995)—a student of Alan Turing (1912–1954), and his lifelong friend—traces the lineage of the notion of ""calculating machine"" back to Charles Babbage (circa 1834) and actually proposes ""Babbage's Thesis"":",https://en.wikipedia.org/wiki/Turing_machine,high,regex_rule
Person:alan_turing,Person,Alan Turing,death_date,1954,"Robin Gandy (1919–1995)—a student of Alan Turing (1912–1954), and his lifelong friend—traces the lineage of the notion of ""calculating machine"" back to Charles Babbage (circa 1834) and actually proposes ""Babbage's Thesis"":",https://en.wikipedia.org/wiki/Turing_machine,high,regex_rule
Organization:university_of_mancheste,Organization,University of Mancheste,org_type,university,"The test was introduced by Turing in his 1950 paper ""Computing Machinery and Intelligence"" while working at the University of Manchester.",https://en.wikipedia.org/wiki/Turing_test,high,regex_rule
Person:alonzo_church,Person,Alonzo Church,occupation,mathematician,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,https://en.wikipedia.org/wiki/Church%E2%80%93Turing_thesis,high,regex_rule
Person:alonzo_church,Person,Alonzo Church,nationality,British,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,https://en.wikipedia.org/wiki/Church%E2%80%93Turing_thesis,high,regex_rule
Organization:government_code_and_cypher_school,Organization,Government Code and Cypher School,org_type,school,"The initial design of the British bombe was produced in 1939 at the UK Government Code and Cypher School (GC&CS) at Bletchley Park by Alan Turing, with an important refinement devised in 1940 by Gordon Welchman.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park_by,Organization,Bletchley Park by,org_type,park,"The initial design of the British bombe was produced in 1939 at the UK Government Code and Cypher School (GC&CS) at Bletchley Park by Alan Turing, with an important refinement devised in 1940 by Gordon Welchman.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"By opening the lid of the machine and releasing a compression bar, the set of three rotors on their spindle can be removed from the machine and their sequence (called the ""wheel order"" at Bletchley Park) altered.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"By late 1941 a change in German Navy fortunes in the Battle of the Atlantic, combined with intelligence reports, convinced Admiral Karl Dönitz that the Allies were able to read the German Navy's coded communications, and a fourth rotor with unknown wiring was added to German Navy Enigmas used for U-boat communications, producing the Triton system, known at Bletchley Park as Shark.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"It was installed in ""Hut 1"" at Bletchley Park on 18 March 1940.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Because of the danger of bombes at Bletchley Park being lost if there were to be a bombing raid, bombe outstations were established, at Adstock, Gayhurst and Wavendon, all in Buckinghamshire.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In June–August 1941 there were 4 to 6 bombes at Bletchley Park, and when Wavendon was completed, Bletchley, Adstock and Wavenden had a total of 24 to 30 bombes.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,The few bombes left at Bletchley Park were used for demonstration and training purposes only.,https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,A program was initiated by Bletchley Park to design much faster bombes that could decrypt the four-rotor system in a reasonable time.,https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"After considerable internal rivalry and dispute, Gordon Welchman (by then, Bletchley Park's Assistant Director for mechanisation) was forced to step in to resolve the situation.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Unlike the situation at Bletchley Park, the United States armed services did not share a combined cryptanalytical service.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In February 1941, Captain Abe Sinkov and Lieutenant Leo Rosen of the US Army, and US Naval Lieutenants Robert Weeks and Prescott Currier, arrived at Bletchley Park bringing, amongst other things, a replica of the ""Purple"" cipher machine for Bletchley Park's Japanese section in Hut 7.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Colonel John Tiltman, who later became Deputy Director at Bletchley Park, visited the US Navy cryptanalysis office (OP-20-G) in April 1942 and recognised America's vital interest in deciphering U-boat traffic.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The urgent need, doubts about the British engineering workload and slow progress, prompted the US to start investigating designs for a Navy bombe, based on the full blueprints and wiring diagrams received by US Naval Lieutenants Robert Ely and Joseph Eachus at Bletchley Park in July 1942.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Commander Edward Travis, Deputy Director and Frank Birch, Head of the German Naval Section travelled from Bletchley Park to Washington in September 1942.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"With Carl Frederick Holden, US Director of Naval Communications they established, on 2 October 1942, a UK:US accord which may have ""a stronger claim than BRUSA to being the forerunner of the UKUSA Agreement,"" being the first agreement ""to establish the special Sigint relationship between the two countries,"" and ""it set the pattern for UKUSA, in that the United States was very much the senior partner in the alliance."" It established a relationship of ""full collaboration"" between Bletchley Park and OP-20-G.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bell_lab,Organization,Bell Lab,org_type,laboratory,He was asked to look at the bombes that were being built by NCR and at the security of certain speech cipher equipment under development at Bell Labs.,https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"These bombes were faster, and soon more available, than the British bombes at Bletchley Park and its outstations.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,The contract for its creation was signed with Bell Labs on 30 September 1942.,https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The project required detailed research, and took thirteen years of effort before the replica was completed, which was then put on display at the Bletchley Park museum.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The Bombe rebuild was relocated to The National Museum of Computing on Bletchley Park in May 2018, the new gallery officially re-opening on 23 June 2018.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Turing's technical design Proposed Electronic Calculator was the product of his theoretical work in 1936 ""On Computable Numbers"" and his wartime experience at Bletchley Park where the Colossus computers had been successful in breaking German military codes.",https://en.wikipedia.org/wiki/Automatic_Computing_Engine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"However, because of the strict and long-lasting secrecy around the Bletchley Park work, he was prohibited (because of the Official Secrets Act) from explaining that he knew that his ideas could be implemented in an electronic device.",https://en.wikipedia.org/wiki/Automatic_Computing_Engine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Jack (ed.), Colossus: The Secrets of Bletchley Park's Codebreaking Computers, Oxford: Oxford University Press, pp.",https://en.wikipedia.org/wiki/Automatic_Computing_Engine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Gordon Welchman, who became head of Hut 6 at Bletchley Park, wrote: ""Hut 6 Ultra would never have got off the ground if we had not learned from the Poles, in the nick of time, the details both of the German military version of the commercial Enigma machine, and of the operating procedures that were in use."" The Polish transfer of theory and technology at Pyry formed the crucial basis for the subsequent World War II British Enigma-decryption effort at Bletchley Park, where Welchman worked.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"These communication nets were termed keys at Bletchley Park, and were assigned code names, such as Red, Chaffinch, and Shark.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"They approached the German Navy and Foreign Office with their design, but neither agency was interested.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:government_code_and_cypher_school,Organization,Government Code and Cypher School,org_type,school,"In 1927 Hugh Foss at the British Government Code and Cypher School was able to show that commercial Enigma machines could be broken, provided suitable cribs were available.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Enigma machines are also exhibited at the National Codes Centre in Bletchley Park, the Government Communications Headquarters, the Science Museum in London, Discovery Park of America in Tennessee, the Polish Army Museum in Warsaw, the Swedish Army Museum (Armémuseum) in Stockholm, the Military Museum of A Coruña in Spain, the Nordland Red Cross War Memorial Museum in Narvik, Norway, The Artillery, Engineers and Signals Museum in Hämeenlinna, Finland the Technical University of Denmark in Lyngby, Denmark, in Skanderborg Bunkerne at Skanderborg, Denmark, and at the Australian War Memorial and in the foyer of the Australian Signals Directorate, both in Canberra, Australia.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"A rare Abwehr Enigma machine, designated G312, was stolen from the Bletchley Park museum on 1 April 2000.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In early October 2000, Bletchley Park officials announced that they would pay the ransom, but the stated deadline passed with no word from the blackmailer.",https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,The Enigma machine was returned to Bletchley Park after the incident.,https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,Bletchley Park National Code Centre Home of the British codebreakers during the Second World War Archived 9 December 2009 at the Wayback Machine,https://en.wikipedia.org/wiki/Enigma_machine,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,It was built at the Victoria University of Manchester by Frederic C.,https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"At about the same time, EDVAC was under development at the University of Pennsylvania's Moore School of Electrical Engineering, and the University of Cambridge Mathematical Laboratory was working on EDSAC.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The Telecommunications Research Establishment (TRE) was also approached for assistance, as was Maurice Wilkes at the University of Cambridge Mathematical Laboratory.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,"Williams was not available to work on the ACE because he had already accepted a professorship at the Victoria University of Manchester, and most of his circuit technicians were in the process of being transferred to the Department of Atomic Energy.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,Williams had seen an experiment at Bell Labs demonstrating the effectiveness of cathode-ray tubes (CRT) as an alternative to the delay line for removing ground echoes from radar signals.,https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,"While working at the TRE, shortly before he joined the University of Manchester in December 1946, he and Tom Kilburn had developed a form of electronic memory known as the Williams tube or Williams–Kilburn tube, based on a standard CRT: the first electronic random-access digital storage device.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"After developing the Colossus computer for code breaking at Bletchley Park during World War II, Max Newman was committed to the development of a computer incorporating both Alan Turing's mathematical concepts and the stored-program concept that had been described by John von Neumann.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Adopting the approach he had used so effectively at Bletchley Park, Newman set his people loose on the detailed work while he concentrated on orchestrating the endeavor.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:university_of_mancheste,Organization,University of Mancheste,org_type,university,"In 2008, an original panoramic photograph of the entire machine was discovered at the University of Manchester.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Anderson, David (4 June 2004), ""Was the Manchester Baby conceived at Bletchley Park?"", Alan Mathison Turing 2004: A celebration of his life and achievements (PDF), British Computer Society, archived from the original (PDF) on 31 October 2008, retrieved 16 November 2008",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,"Computer 50 – The University of Manchester Celebrates the Birth of the Modern Computer, archived from computer50.org, a website celebrating the 50th anniversary of the Baby in 1998.",https://en.wikipedia.org/wiki/Manchester_Baby,high,regex_rule
